,active,bill_id,bill_slug,bill_type,bill_uri,committee_codes,committees,congressdotgov_url,cosponsors,cosponsors_by_party.D,cosponsors_by_party.I,cosponsors_by_party.R,enacted,govtrack_url,gpo_pdf_uri,house_passage,introduced_date,last_vote,latest_major_action,latest_major_action_date,number,primary_subject,senate_passage,short_title,sponsor_id,sponsor_name,sponsor_party,sponsor_state,sponsor_title,sponsor_uri,subcommittee_codes,summary,summary_short,title,vetoed
4,True,s139-115,s139,s,https://api.propublica.org/congress/v1/115/bills/s139.json,['SSJU'],Senate Judiciary Committee,https://www.congress.gov/bill/115th-congress/senate-bill/139,12,5.0,,7.0,2018-01-19,https://www.govtrack.us/congress/bills/115/s139,https://www.govinfo.gov/content/pkg/BILLS-115s139enr/pdf/BILLS-115s139enr.pdf,2018-01-11,2017-01-12,2018-01-18,Became Public Law No: 115-118.,2018-01-19,S.139,Armed Forces and National Security,2017-05-16,"An Act to amend the Foreign Intelligence Surveillance Act of 1978 to improve foreign intelligence collection and the safeguards, accountability, and oversight of acquisitions of foreign intelligence, to extend title VII of such Act, and for other purposes",H000338,Orrin G. Hatch,R,UT,Sen.,https://api.propublica.org/congress/v1/members/H000338.json,[],(This measure has not been amended since it was introduced. The expanded summary of the Senate reported version is repeated here.) Rapid DNA Act of 2017 (Sec. 2) This bill amends the DNA Identification Act of 1994 to require the Federal Bureau of Investigation (FBI) to issue standards and procedures for using Rapid DNA instruments to analyze DNA samples of criminal offenders. Rapid DNA instruments carry out a fully automated process to create a DNA analysis from a DNA sample. DNA samples prepared by criminal justice agencies using Rapid DNA instruments in compliance the FBI-issued standards and procedures may be included in the Combined DNA Index System (CODIS). (Sec. 3) The bill amends the DNA Analysis Backlog Elimination Act of 2000 to allow the FBI to waive certain existing requirements if a DNA sample is analyzed using Rapid DNA instruments and the results are included in CODIS.  ,(This measure has not been amended since it was introduced. The expanded summary of the Senate reported version is repeated here.) Rapid DNA Act of 2017 (Sec. 2) This bill amends the DNA Identification Act of 1994 to require the Federal Bureau of Investigation (FBI) to issue standards and procedures for using Rapid DNA instruments to analyze DNA samples of criminal offenders. Rapid DNA instruments carry out a fully automated process to create a DNA analysis from a DNA sample. DNA samples prep...,"A bill to implement the use of Rapid DNA instruments to inform decisions about pretrial release or detention and their conditions, to solve and prevent violent crimes and other crimes, to exonerate the innocent, to prevent DNA analysis backlogs, and for other purposes.",
5,True,s115-115,s115,s,https://api.propublica.org/congress/v1/115/bills/s115.json,['SSVA'],Senate Veterans&#39; Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-bill/115,1,,,1.0,,https://www.govtrack.us/congress/bills/115/s115,https://www.govinfo.gov/content/pkg/BILLS-115s115is/pdf/BILLS-115s115is.pdf,,2017-01-12,,Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 115-320.,2017-07-11,S.115,Armed Forces and National Security,,Veterans Transplant Coverage Act,H001041,Dean Heller,R,NV,Sen.,https://api.propublica.org/congress/v1/members/H001041.json,[],"Veterans Transplant Coverage Act This bill authorizes the Department of Veterans Affairs to provide for an operation on a live donor to carry out a transplant procedure for an eligible veteran, notwithstanding that the live donor may not be eligible for VA health care. The VA shall furnish to such a donor any care or services that may be required before and after such procedure.","Veterans Transplant Coverage Act This bill authorizes the Department of Veterans Affairs to provide for an operation on a live donor to carry out a transplant procedure for an eligible veteran, notwithstanding that the live donor may not be eligible for VA health care. The VA shall furnish to such a donor any care or services that may be required before and after such procedure.","A bill to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to provide for an operation on a live donor for purposes of conducting a transplant procedure for a veteran, and for other purposes.",
6,True,s117-115,s117,s,https://api.propublica.org/congress/v1/115/bills/s117.json,"['HSII', 'SSEG']",House Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/117,1,1.0,,,2018-01-31,https://www.govtrack.us/congress/bills/115/s117,https://www.govinfo.gov/content/pkg/BILLS-115s117enr/pdf/BILLS-115s117enr.pdf,2018-01-16,2017-01-12,2018-01-16,Became Public Law No: 115-122.,2018-01-31,S.117,Public Lands and Natural Resources,2017-12-20,Alex Diekmann Peak Designation Act of 2017,D000618,Steve Daines,R,MT,Sen.,https://api.propublica.org/congress/v1/members/D000618.json,['HSII10'],"Alex Diekmann Peak Designation Act of 2017 (Sec. 2) This bill designates as the ""Alex Diekmann Peak"" the 9,765-foot peak located 2.2 miles west-northwest of Finger Mountain on the western boundary of the Lee Metcalf Wilderness in Montana. ","Alex Diekmann Peak Designation Act of 2017 (Sec. 2) This bill designates as the &quot;Alex Diekmann Peak&quot; the 9,765-foot peak located 2.2 miles west-northwest of Finger Mountain on the western boundary of the Lee Metcalf Wilderness in Montana. ","A bill to designate a mountain peak in the State of Montana as ""Alex Diekmann Peak"".",
11,True,s134-115,s134,s,https://api.propublica.org/congress/v1/115/bills/s134.json,['SSCM'],"Senate Commerce, Science, and Transportation Committee",https://www.congress.gov/bill/115th-congress/senate-bill/134,4,2.0,,2.0,,https://www.govtrack.us/congress/bills/115/s134,https://www.govinfo.gov/content/pkg/BILLS-115s134es/pdf/BILLS-115s134es.pdf,,2017-01-12,,Held at the desk.,2017-08-04,S.134,"Science, Technology, Communications",2017-08-03,Spoofing Prevention Act of 2017,N000032,Bill Nelson,D,FL,Sen.,https://api.propublica.org/congress/v1/members/N000032.json,[],"Spoofing Prevention Act of 2017 (Sec. 3) This bill amends the Communications Act of 1934 to expand the prohibition against knowingly transmitting misleading or inaccurate caller identification information to apply to: (1) persons outside the United States if the recipient of the call is within the United States, and (2) text messages.  Existing caller identification requirements that apply to calls made using a telecommunications service or IP-enabled voice service are revised to apply to: (1) services that furnish voice communications using resources from the North American Numbering Plan; and (2) transmissions from a telephone facsimile machine, computer, or other device to a telephone facsimile machine.  The Federal Communications Commission (FCC) must collaborate with the Federal Trade Commission (FTC) to regularly update education materials that help consumers identify: (1) scams and fraudulent activity that rely upon misleading or inaccurate caller identification information, and (2) existing technologies that consumers can use to protect against such fraud.  The Government Accountability Office must report on: (1) actions taken, or actions that could be taken, by the FCC or the FTC to combat the fraudulent provision of misleading or inaccurate caller identification information; and (2) any recommendations to combat the fraudulent provision of such information. ","Spoofing Prevention Act of 2017 (Sec. 3) This bill amends the Communications Act of 1934 to expand the prohibition against knowingly transmitting misleading or inaccurate caller identification information to apply to: (1) persons outside the United States if the recipient of the call is within the United States, and (2) text messages.  Existing caller identification requirements that apply to calls made using a telecommunications service or IP-enabled voice service are revised to apply to: (1...","A bill to expand the prohibition on misleading or inaccurate caller identification information, and for other purposes.",
14,True,s146-115,s146,s,https://api.propublica.org/congress/v1/115/bills/s146.json,['SSGA'],Senate Homeland Security and Governmental Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-bill/146,2,2.0,,,,https://www.govtrack.us/congress/bills/115/s146,https://www.govinfo.gov/content/pkg/BILLS-115s146rs/pdf/BILLS-115s146rs.pdf,,2017-01-12,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 379.,2018-04-16,S.146,Immigration,,Border Security Technology Accountability Act of 2017,M000303,John McCain,R,AZ,Sen.,https://api.propublica.org/congress/v1/members/M000303.json,[],"Border Security Technology Accountability Act of 2017 This bill amends the Homeland Security Act of 2002 to require the Department of Homeland Security (DHS) to: (1) ensure that each border security technology acquisition program that is a major acquisition program has an acquisition program baseline approved by the relevant acquisition decision authority; (2) document program program cost, schedule, and performance compliance; and (3) have a plan for each program to meet implementation objectives by managing contractor performance.  DHS and U.S. Customs and Border Protection shall ensure that border security technology acquisition program managers adhere to internal control standards identified by the Government Accountability Office.   DHS shall submit a plan for testing border security technology so that new border security technologies are evaluated to ensure: (1) compliance with relevant departmental acquisition policies and the Federal Acquisition Regulation, and (2) the effectiveness of taxpayer dollars. ""Major acquisition program"" means a DHS acquisition program that is estimated by DHS to require an eventual total expenditure of at least $300 million over its life cycle cost.","Border Security Technology Accountability Act of 2017 This bill amends the Homeland Security Act of 2002 to require the Department of Homeland Security (DHS) to: (1) ensure that each border security technology acquisition program that is a major acquisition program has an acquisition program baseline approved by the relevant acquisition decision authority; (2) document program program cost, schedule, and performance compliance; and (3) have a plan for each program to meet implementation objec...","A bill to strengthen accountability for deployment of border security technology at the Department of Homeland Security, and for other purposes.",
18,True,s140-115,s140,s,https://api.propublica.org/congress/v1/115/bills/s140.json,"['SSCM', 'SLIA', 'HSII']",House Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/140,1,,,1.0,2018-12-04,https://www.govtrack.us/congress/bills/115/s140,https://www.govinfo.gov/content/pkg/BILLS-115s140enr/pdf/BILLS-115s140enr.pdf,2018-11-27,2017-01-12,2018-11-14,Became Public Law No: 115-282.,2018-12-04,S.140,Native Americans,2017-05-08,Frank LoBiondo Coast Guard Authorization Act of 2018,F000444,Jeff Flake,R,AZ,Sen.,https://api.propublica.org/congress/v1/members/F000444.json,['HSII13'],"(Sec. 1) This bill amends the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to specify that settlement funds may be used for the planning, design, and construction of the tribe's rural water system in Arizona. (Sec. 2) The bill amends the Act of August 9, 1955, commonly known as the Long-Term Leasing Act, to allow the Ohkay Owingeh pueblo and the pueblo of Santa Clara in New Mexico to lease their restricted fee tribal land (land that is owned by a tribe and has restrictions against alienation and taxation) for up to 99 years. Under current law, they may lease the lands for up to 25 years.  (Sec. 3) The bill amends the National Labor Relations Act (NLRA) to exclude Native American tribes and tribal enterprises and institutions on tribal land from requirements for employers under the NLRA. (Currently under the NLRA, employers may not engage in unfair labor practices and must allow employees to form unions, engage in collective bargaining, and take collective action.)","(Sec. 1) This bill amends the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to specify that settlement funds may be used for the planning, design, and construction of the tribe&#39;s rural water system in Arizona. (Sec. 2) The bill amends the Act of August 9, 1955, commonly known as the Long-Term Leasing Act, to allow the Ohkay Owingeh pueblo and the pueblo of Santa Clara in New Mexico to lease their restricted fee tribal land (land that is owned by a tribe and has restricti...",A bill to amend the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to clarify the use of amounts in the WMAT Settlement Fund.,
19,True,s141-115,s141,s,https://api.propublica.org/congress/v1/115/bills/s141.json,"['HSSY', 'HLIG', 'HSFA', 'HSPW', 'HSAS', 'SSCM']","House Science, Space, and Technology Committee",https://www.congress.gov/bill/115th-congress/senate-bill/141,5,3.0,,2.0,,https://www.govtrack.us/congress/bills/115/s141,https://www.govinfo.gov/content/pkg/BILLS-115s141rfh/pdf/BILLS-115s141rfh.pdf,,2017-01-12,,Ordered to be Reported (Amended) by Voice Vote.,2018-07-24,S.141,"Science, Technology, Communications",2017-05-02,Space Weather Research and Forecasting Act,P000595,Gary Peters,D,MI,Sen.,https://api.propublica.org/congress/v1/members/P000595.json,['HSAS29'],"(This measure has not been amended since it was reported to the Senate on March 30, 2017. The summary of that version is repeated here.) Space Weather Research and Forecasting Act (Sec. 2) This bill directs the Office of Science and Technology Policy (OSTP) to:  coordinate the development and implementation of federal government activities to improve the nation's ability to prepare, avoid, mitigate, respond to, and recover from potentially devastating impacts of space weather events; and  coordinate the activities of the Space Weather Interagency Working Group, which shall be established by the National Science and Technology Council to continue coordination of executive branch efforts to understand, prepare, coordinate, and plan for space weather.   In order to understand and respond to the adverse effects of space weather, the working group shall leverage capabilities across participating federal agencies.  It is the sense of Congress that the interagency collaboration between the National Aeronautics and Space Administration (NASA) and the National Oceanic and Atmospheric Administration (NOAA) on terrestrial weather observations provides:  an effective mechanism for improving weather and climate data collection while avoiding unnecessary duplication of capabilities across federal agencies, and  an agency collaboration model that could benefit space weather observations.   NASA and NOAA shall enter into at least one interagency agreement that provides for cooperation and collaboration in the development of space weather spacecraft, instruments, and technologies. It is U.S. policy to establish and sustain a baseline capability for space weather observations.  The OSTP, in coordination with NOAA, NASA, the National Science Foundation (NSF), and the Department of Defense (DOD), shall develop an integrated strategy for solar and solar wind observations beyond the lifetime of current assets that considers the provision of:  solar wind measurements and other measurements essential to space weather forecasting, and solar and space weather measurements important for scientific purposes.   In developing such strategy, the OSTP shall consider small satellite options, hosted payloads, commercial options, international options, and prize authority.  In order to sustain current space-based observational capabilities, NASA shall:  in cooperation with the European Space Agency, maintain operations of the Solar and Heliospheric Observatory/Large Angle and Spectrometric Coronagraph (SOHO/LASCO) for as long as it continues to deliver quality observations, and  prioritize the reception of LASCO data.   NOAA shall secure reliable secondary capability for near real-time coronal mass ejection imagery.  NOAA, in coordination with DOD and NASA, shall develop options to build and deploy one or more instruments for near real-time coronal mass ejection imagery. In developing such options, NOAA shall consider commercial solutions, prize authority, academic and international partnerships, microsatellites, ground-based instruments, and opportunities to deploy the instrument or instruments as a secondary payload on an upcoming planned launch.  In securing reliable secondary capability for near real-time coronal mass ejection imagery, NOAA shall make it a priority to achieve a cost-effective solution.  NOAA shall develop an operational contingency plan to provide continuous space weather forecasting in the event of a SOHO/LASCO failure.  Within 120 days of the enactment of this bill, NOAA shall brief Congress on the options for building and deploying the instrument or instruments and the operational contingency plan.  NOAA, in coordination with DOD, shall develop requirements and a plan for follow-on space-based observations for operational purposes.  The OSTP shall report to Congress on the integrated strategy, including the plans for follow-on space-based observations.  The NSF the Air Force, and where practicable in support of the Air Force, the Navy shall each:  maintain and improve, as necessary and advisable, ground-based observations of the sun; and  provide space weather data by means of ground-based facilities, including radars, lidars, magnetometers, radio receivers, aurora and airglow imagers, spectrometers, interferometers, and solar observatories.   The NSF shall:   provide key data streams from such platforms for research and to support space weather model development, develop experimental models for scientific purposes, and support the transition of such models to operations where appropriate.   NOAA, the Air Force, and where practicable in support of the Air Force, the Navy, in conjunction with other relevant federal agencies, shall conduct a survey to identify and prioritize the needs of space weather forecast users, including space weather data and space weather forecast data needed to improve services and inform research priorities and technology needs.  NOAA, the Air Force, and where practicable in support of the Air Force, the Navy, shall:  make the survey's results publicly available; and notify Congress of making those results available to the public.    The NSF, NASA, and DOD shall continue to carry out basic research activities on heliophysics, geospace science, and space weather and support competitive, merit-based, peer-reviewed proposals for research, modeling, and monitoring of space weather and its impacts, including science goals outlined in Solar and Space Physics Decadal surveys conducted by the National Academy of Sciences (NAS).   The NSF, NOAA, and NASA shall pursue multidisciplinary research in subjects that further our understanding of solar physics, space physics, and space weather.  It is the sense of Congress that NASA and the NSF should support competitively awarded Heliophysics Science Centers.  NASA shall seek to implement missions meeting science objectives identified in NAS Solar and Space Physics Decadal surveys.  NASA, the NSF, NOAA, and the Air Force, and where practicable in support of the Air Force, the Navy shall:  develop a mechanism to transition NASA, NSF, Air Force, and Navy research findings, models, and capabilities to NOAA and DOD space weather operational forecasting centers; and  enhance coordination between research modeling centers and forecasting centers.   NOAA and DOD, in coordination with NASA and the NSF, shall develop a mechanism to communicate the operational needs of space weather forecasters to the research community.  NASA and the NSF shall support the development of technologies and instrumentation to improve space weather forecasting lead-time and accuracy to meet needs identified by NOAA.  NASA and the NSF shall:  make space weather related data obtained for scientific research available to space weather forecasters and operations centers, and  support model development and applications to space weather forecasting.   NOAA shall make space weather related data obtained from operational forecasting available for scientific research.  The provisions relating to space weather under the National Aeronautics and Space Administration Authorization Act of 2010 are repealed.  (Sec. 3) The Space Weather Interagency Working Group shall:   assess existing data, the historical record, models, and peer-reviewed studies on space weather; and   develop preliminary benchmarks for measuring solar disturbances.   Within 18 months of the development of the preliminary benchmarks, the working group shall publish final benchmarks and NASA shall contract with the NAS to review them.  The working group shall update and revise the final benchmarks as necessary, based on:  the results of the review by the NAS, any significant new data or advances in scientific understanding that become available, or  the evolving needs of entities impacted by solar disturbances.   (Sec. 4) NOAA shall inform the Department of Homeland Security (DHS) about space weather hazards to protect national critical infrastructure from space weather events.  DHS shall:  include, in meeting national critical infrastructure reporting requirements, an assessment of the vulnerability of such infrastructure to space weather events; and  support critical infrastructure providers in managing the risks and impacts associated with space weather.   (Sec. 5) The National Security Council shall:   assess the vulnerability of the national security community to space weather events, and   develop mechanisms to protect national security assets from space weather threats.   DOD shall inform the National Security Council, the Director of National Intelligence, and the heads of the defense agencies about space weather hazards for purposes of the protection of those assets.  (Sec. 6) The Federal Aviation Administration (FAA) shall assess:   the safety implications and vulnerability of the national airspace system by space weather events;  methods to mitigate the safety implications and effects of space weather on aviation communication systems, aircraft navigation systems, satellite and ground-based navigation systems, and potential health effects of radiation exposure; and options for incorporating space weather into operational training for pilots, cabin crews, dispatchers, air traffic controllers, meteorologists, and engineers.   The FAA shall develop methods to increase the interaction between the aviation community and the space weather research and service provider community. ","(This measure has not been amended since it was reported to the Senate on March 30, 2017. The summary of that version is repeated here.) Space Weather Research and Forecasting Act (Sec. 2) This bill directs the Office of Science and Technology Policy (OSTP) to:  coordinate the development and implementation of federal government activities to improve the nation&#39;s ability to prepare, avoid, mitigate, respond to, and recover from potentially devastating impacts of space weather events; and  coo...","A bill to improve understanding and forecasting of space weather events, and for other purposes.",
3,True,s102-115,s102,s,https://api.propublica.org/congress/v1/115/bills/s102.json,['SSCM'],"Senate Commerce, Science, and Transportation Committee",https://www.congress.gov/bill/115th-congress/senate-bill/102,6,4.0,,2.0,,https://www.govtrack.us/congress/bills/115/s102,https://www.govinfo.gov/content/pkg/BILLS-115s102es/pdf/BILLS-115s102es.pdf,,2017-01-11,,Held at the desk.,2017-09-12,S.102,"Science, Technology, Communications",2017-09-11,Securing Access to Networks in Disasters Act of 2017,C000127,Maria Cantwell,D,WA,Sen.,https://api.propublica.org/congress/v1/members/C000127.json,[],"(This measure has not been amended since it was reported to the Senate on April 5, 2017. The summary of that version is repeated here.) Securing Access to Networks in Disasters Act of 2017 (Sec. 2) This bill expresses the sense of Congress that the voluntary policies outlined in the Wireless Network Resiliency Cooperative Framework should be adhered to by all parties to aid consumers, 9-1-1 professionals, first responders, and local governments in accessing communication services during times of emergency. The framework is a voluntary initiative announced by wireless providers and the CTIA after receiving recommendations from government-private sector partnerships including the Federal Communications Commission's (FCC's) Communications Security, Reliability and Interoperability Council and the CTIA's Business Continuity and Disaster Recovery Certification Program. (Sec. 3) The bill requires the FCC to publish a study on the public safety benefits, technical feasibility, and cost of providing the public with emergency access to 9-1-1 services, when mobile service is unavailable during certain presidentially declared emergencies or major disasters or during gubernatorially declared emergencies, through:  telecommunications service provider-owned WiFi access points and other communications technologies operating on unlicensed spectrum, without requiring any login credentials;  non-telecommunications service provider-owned WiFi access points; and  other alternative means.  The Government Accountability Office must report on: (1) how executive departments can better ensure that essential communications services remain operational during emergencies, (2) any legislative matters Congress could consider to help promote the resiliency of essential communications services, and (3) whether a nationwide directory of points of contact among providers of essential communications services is needed to facilitate the rapid restoration of such services damaged during times of emergency. The Robert T. Stafford Disaster Relief and Emergency Assistance Act is amended to expand the categories of essential communications service providers that may access a disaster site to restore and repair essential services in an emergency or major disaster without being denied or impeded by a federal agency. Services to be considered essential are wireline or mobile telephone service, Internet access service, radio or television broadcasting, cable service, or direct broadcast satellite service. The Federal Emergency Management Agency (FEMA) must encourage the adoption of mutual aid agreements recognizing the credentials of essential service providers issued by all parties to such an agreement. At the direction of the President, federal agencies may provide assistance essential to meeting immediate threats to life and property resulting from a major disaster by allowing access to essential service providers for establishing temporary, or restoring, communications services.","(This measure has not been amended since it was reported to the Senate on April 5, 2017. The summary of that version is repeated here.) Securing Access to Networks in Disasters Act of 2017 (Sec. 2) This bill expresses the sense of Congress that the voluntary policies outlined in the Wireless Network Resiliency Cooperative Framework should be adhered to by all parties to aid consumers, 9-1-1 professionals, first responders, and local governments in accessing communication services during times...","A bill to direct the Federal Communications Commission to commence proceedings related to the resiliency of critical communications networks during times of emergency, and for other purposes.",
4,True,s99-115,s99,s,https://api.propublica.org/congress/v1/115/bills/s99.json,['SSEG'],Senate Energy and Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/99,0,,,,,https://www.govtrack.us/congress/bills/115/s99,https://www.govinfo.gov/content/pkg/BILLS-115s99rs/pdf/BILLS-115s99rs.pdf,,2017-01-11,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 50.,2017-05-03,S.99,Public Lands and Natural Resources,,James K. Polk Presidential Home Study Act,A000360,Lamar Alexander,R,TN,Sen.,https://api.propublica.org/congress/v1/members/A000360.json,[],"(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) James K. Polk Presidential Home Study Act  (Sec. 2) This bill directs the Department of the Interior to conduct a special resource study of the James K. Polk Home and adjacent property in Columbia, Tennessee.  In conducting this study, Interior shall evaluate the national significance of the study area, determine the suitability and feasibility of designating it as a unit of the National Park System, and  consider other alternatives for preservation, protection, and interpretation of the study area by government entities or private and nonprofit organizations.","(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) James K. Polk Presidential Home Study Act  (Sec. 2) This bill directs the Department of the Interior to conduct a special resource study of the James K. Polk Home and adjacent property in Columbia, Tennessee.  In conducting this study, Interior shall evaluate the national significance of the study area, determine the suitability and feasibility of designating it a...","A bill to require the Secretary of the Interior to study the suitability and feasibility of designating the President James K. Polk Home in Columbia, Tennessee, as a unit of the National Park System, and for other purposes.",
8,True,s97-115,s97,s,https://api.propublica.org/congress/v1/115/bills/s97.json,['SSEG'],Senate Energy and Natural Resources Committee,https://www.congress.gov/bill/115th-congress/senate-bill/97,7,3.0,,4.0,2018-09-28,https://www.govtrack.us/congress/bills/115/s97,https://www.govinfo.gov/content/pkg/BILLS-115s97enr/pdf/BILLS-115s97enr.pdf,2018-09-13,2017-01-11,,Became Public Law No: 115-248.,2018-09-28,S.97,Energy,2018-03-07,Nuclear Energy Innovation Capabilities Act of 2017,C000880,Michael D. Crapo,R,ID,Sen.,https://api.propublica.org/congress/v1/members/C000880.json,[],"(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Nuclear Energy Innovation Capabilities Act of 2017 (Sec. 2) This bill amends the Energy Policy Act of 2005 to revise the objectives of the civilian nuclear energy research, development, demonstration, and commercial application programs of the Department of Energy (DOE) to emphasize : (1) providing research infrastructure to promote scientific progress and enable users from academia, the National Laboratories, and the private sector to make scientific discoveries relevant for nuclear, chemical, and materials science engineering; and (2) enabling the private sector to partner with the National Laboratories to demonstrate novel reactor concepts for the purpose of resolving technical uncertainty associated with the aforementioned objectives.  The bill repeals the Nuclear Power 2010 Program, and makes technical corrections removing the Office of Nuclear Energy, Science and Technology as the designated entity to conduct the research, development, and demonstration programs on advanced fuel recycling technology and cost-effective technologies for increasing the safety and security of nuclear facilities. (The Office of Nuclear Energy, Science and Technology was replaced in DOE by the Office of Nuclear Energy, the Office of Science, and the Office of Technology Transitions.)   The bill repeals requirements for development of a comprehensive plan for the operation and maintenance of its facilities at the Idaho National Laboratory to support civilian nuclear energy research, development, demonstration, and commercial application programs, including radiological facilities management, isotope production, and facilities management.  By December 31, 2017, DOE shall determine the mission need for a versatile reactor-based fast neutron source, which shall operate as a national user facility.  DOE shall ensure that the user facility will provide at a minimum: (1) fast neutron spectrum irradiation capability, and (2) capacity for upgrades to accommodate new or expanded research needs.  DOE shall leverage from the Office of Science the best practices for management, construction, and operation of national user facilities.  DOE shall carry out a program for enhancing the capability to develop new reactor technologies through high-performance computation modeling and simulation techniques. Such program shall coordinate with relevant federal agencies through the National Strategic Computing Initiative while taking into account specified objectives.   The bill authorizes a program to enable the testing and demonstration of reactor concepts to be proposed and funded by the private sector. DOE shall leverage the technical expertise of relevant federal agencies and the National Laboratories in order to minimize the time required to enable construction and operation of privately funded experimental reactors at national laboratories or other DOE-owned sites.  Such reactors shall operate to enable physical validation of advanced nuclear reactor concepts and generate research and development to improve nascent technologies.  DOE may enter into a memorandum of understanding with the Nuclear Regulatory Commission (NRC) in order to share technical expertise and knowledge through:  testing and demonstration of advanced nuclear reactor concepts to be proposed and funded by the private sector, operating a database to store and share data and knowledge relevant to nuclear science and engineering between federal agencies and the private sector, developing and testing electric and nonelectric integration and energy conversion systems relevant to advanced nuclear reactors, leveraging expertise from the NRC respecting safety analysis, and  enabling the technical staff of the NRC to actively observe and learn about technologies developed under such testing and demonstration program.   The NRC and DOE shall enter into another memorandum of understanding to ensure that:   DOE has sufficient technical expertise to support the timely research, development, demonstration, and commercial application by the civilian nuclear industry of safe and innovative advanced nuclear technology; and  the NRC has sufficient technical expertise to assist in the evaluation of applications for licenses, permits, and design certifications and other requests for regulatory approval for advanced nuclear reactors.   Also, the NRC and DOE shall enter into such memorandum regarding:   the use of computers and software codes to calculate the behavior and performance of advanced nuclear reactors, and  ensuring that DOE maintains and develops the necessary facilities to enable timely research, development, demonstration, and commercial application by the civilian nuclear industry of safe and innovative reactor technology, and that the NRC has access to those facilities, as needed.   DOE shall assess its capabilities to authorize, host, and oversee privately funded experimental advanced nuclear reactors at national laboratories or other DOE-owned sites.  The bill subjects any activities carried out under such testing and demonstration program which involves the risk of public liability to the financial protection or indemnification requirements under the Price-Anderson Act.  Within 1 year of this bill's enactment, DOE must submit to Congress 2 specified alternative 10-year budget plans for civilian nuclear energy research and development by DOE, one assuming constant annual funding for 10 years at the appropriated FY2016 level, and the other an unconstrained budget.  DOE must also identify to Congress: (1) engineering designs for innovative fusion energy systems that have the potential to demonstrate net energy production within 15 years of the start of construction, and (2) budgetary requirements necessary for DOE to carry out a fusion innovation initiative to accelerate research and development of those designs.  (Sec. 3) DOE shall establish an Advanced Nuclear Energy Cost-Share Grant Program, under which it shall make cost-share grants to applicants to fund a portion of the applicant's NRC fees for pre-application and application review activities.  DOE shall: (1) seek out technology diversity in making such grants, and (2) determine each grant's cost-share amount. Grant recipients may use their grant funds to cover NRC fees, including those associated with developing a licensing project plan, obtaining a statement of licensing feasibility, reviewing topical reports, other pre-application and application review activities, and interactions with the NRC.  The bill authorizes appropriations to DOE to carry out such grant program. ","(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.) Nuclear Energy Innovation Capabilities Act of 2017 (Sec. 2) This bill amends the Energy Policy Act of 2005 to revise the objectives of the civilian nuclear energy research, development, demonstration, and commercial application programs of the Department of Energy (DOE) to emphasize : (1) providing research infrastructure to promote scientific progress and enable ...","A bill to enable civilian research and development of advanced nuclear energy technologies by private and public institutions, to expand theoretical and practical knowledge of nuclear physics, chemistry, and materials science, and for other purposes.",
